Latitude,Longtitude,Width,TBearing
17.2291361111111,78.4528694444444,60,268.91
17.2311333333333,78.4500861111111,45,268.91
17.2285833333333,78.412825,60,88.91
17.2306527777778,78.4152305555556,45,88.91
